0.036917895,-0.08265455,0.2831922,0.002785176,-0.004630238,0.1235092,0.1865004,-0.121317744,-0.032259077,0.1538187
-0.28629932,0.1528954,0.2262996,0.18839599,0.21111675,0.29556254,0.034135018,0.03515076,0.20287016,-0.16409262
-0.049854297,0.14167675,-0.2467796,-0.29439533,-0.11174538,-0.0758562,-0.11799407,-0.20664221,-0.30382934,0.16015841
0.2973673,0.0076246476,-0.08907207,0.21733806,-0.17349355,-0.13498993,0.1789779,0.123161174,0.07872227,-0.2807877
0.20499171,0.21608888,0.05178642,0.11663545,-0.040889725,0.27633622,0.05241579,-0.032537423,-0.1649916,0.03676979
-0.09389593,-0.077214755,0.14203672,-0.19261421,-0.16245231,0.15993041,0.14259946,0.19407623,-0.07432273,0.10950279
0.2646306,0.045893967,0.0028094351,-0.09114231,-0.30037284,-0.093379155,-0.13313872,-0.30473873,-0.062621415,0.2929813
0.12269981,-0.22154894,0.0071869865,-0.27934262,-0.27232108,-0.2083564,-0.0053508016,-0.06889793,-0.27487436,-0.17427507
-0.043931097,0.13940316,-0.03392911,-0.12679148,0.059186075,-0.14885591,-0.037367478,-0.2086494,0.26074025,0.23998071
0.19669735,0.031102326,0.13114357,0.23924686,0.31255558,0.17690787,-0.15548263,-0.31404388,0.02717042,-0.24105975
